r_over_rs,D_GR,D_SSZ,Xi
1.961240310,0.700084693,0.510689491,0.958137024
1.962240560,0.700270297,0.510671836,0.958204722
1.963240810,0.700455663,0.510654210,0.958272311
1.964241060,0.700640791,0.510636614,0.958339790
1.965241310,0.700825681,0.510619048,0.958407160
1.966241560,0.701010335,0.510601512,0.958474421
1.967241810,0.701194753,0.510584005,0.958541573
1.968242061,0.701378935,0.510566527,0.958608617
1.969242311,0.701562881,0.510549079,0.958675552
1.970242561,0.701746593,0.510531661,0.958742379
1.971242811,0.701930070,0.510514272,0.958809098
1.972243061,0.702113313,0.510496912,0.958875709
1.973243311,0.702296322,0.510479581,0.958942212
1.974243561,0.702479099,0.510462280,0.959008608
1.975243811,0.702661643,0.510445007,0.959074896
1.976244061,0.702843954,0.510427764,0.959141078
1.977244311,0.703026034,0.510410550,0.959207152
1.978244561,0.703207883,0.510393365,0.959273119
1.979244811,0.703389502,0.510376209,0.959338980
1.980245061,0.703570889,0.510359081,0.959404734
1.981245311,0.703752047,0.510341983,0.959470382
1.982245561,0.703932976,0.510324913,0.959535923
1.983245811,0.704113676,0.510307872,0.959601359
1.984246062,0.704294147,0.510290860,0.959666689
1.985246312,0.704474390,0.510273876,0.959731913
1.986246562,0.704654406,0.510256921,0.959797032
1.987246812,0.704834195,0.510239995,0.959862045
1.988247062,0.705013757,0.510223097,0.959926953
1.989247312,0.705193092,0.510206227,0.959991757
1.990247562,0.705372202,0.510189386,0.960056455
1.991247812,0.705551087,0.510172574,0.960121049
1.992248062,0.705729746,0.510155789,0.960185538
1.993248312,0.705908181,0.510139033,0.960249924
1.994248562,0.706086393,0.510122305,0.960314205
1.995248812,0.706264380,0.510105605,0.960378382
1.996249062,0.706442145,0.510088933,0.960442455
1.997249312,0.706619686,0.510072289,0.960506425
1.998249562,0.706797006,0.510055673,0.960570291
1.999249812,0.706974103,0.510039086,0.960634054
2.000250063,0.707150980,0.510022526,0.960697714
2.001250313,0.707327635,0.510005994,0.960761271
2.002250563,0.707504069,0.509989489,0.960824725
2.003250813,0.707680284,0.509973013,0.960888076
2.004251063,0.707856279,0.509956564,0.960951325
2.005251313,0.708032054,0.509940143,0.961014472
2.006251563,0.708207611,0.509923749,0.961077517
2.007251813,0.708382950,0.509907383,0.961140459
2.008252063,0.708558070,0.509891045,0.961203300
2.009252313,0.708732973,0.509874734,0.961266040
2.010252563,0.708907659,0.509858450,0.961328677
2.011252813,0.709082128,0.509842194,0.961391214
2.012253063,0.709256380,0.509825965,0.961453649
2.013253313,0.709430417,0.509809764,0.961515984
2.014253563,0.709604238,0.509793589,0.961578217
2.015253813,0.709777845,0.509777442,0.961640350
2.016254064,0.709951236,0.509761322,0.961702383
2.017254314,0.710124414,0.509745229,0.961764315
2.018254564,0.710297377,0.509729163,0.961826147
2.019254814,0.710470127,0.509713124,0.961887879
2.020255064,0.710642665,0.509697112,0.961949512
2.021255314,0.710814989,0.509681127,0.962011044
2.022255564,0.710987102,0.509665169,0.962072477
2.023255814,0.711159002,0.509649237,0.962133811
2.024256064,0.711330692,0.509633332,0.962195045
2.025256314,0.711502170,0.509617454,0.962256181
2.026256564,0.711673438,0.509601603,0.962317218
2.027256814,0.711844495,0.509585778,0.962378156
2.028257064,0.712015343,0.509569980,0.962438995
2.029257314,0.712185982,0.509554209,0.962499736
2.030257564,0.712356411,0.509538464,0.962560379
2.031257814,0.712526632,0.509522745,0.962620924
2.032258065,0.712696645,0.509507053,0.962681370
2.033258315,0.712866450,0.509491387,0.962741719
2.034258565,0.713036048,0.509475747,0.962801971
2.035258815,0.713205439,0.509460133,0.962862125
2.036259065,0.713374623,0.509444546,0.962922182
2.037259315,0.713543601,0.509428985,0.962982141
2.038259565,0.713712373,0.509413450,0.963042004
2.039259815,0.713880940,0.509397941,0.963101770
2.040260065,0.714049302,0.509382458,0.963161439
2.041260315,0.714217459,0.509367001,0.963221012
2.042260565,0.714385412,0.509351571,0.963280488
2.043260815,0.714553161,0.509336165,0.963339868
2.044261065,0.714720706,0.509320786,0.963399153
2.045261315,0.714888049,0.509305433,0.963458341
2.046261565,0.715055189,0.509290105,0.963517434
2.047261815,0.715222126,0.509274803,0.963576431
2.048262066,0.715388862,0.509259527,0.963635332
2.049262316,0.715555396,0.509244276,0.963694139
2.050262566,0.715721728,0.509229051,0.963752850
2.051262816,0.715887860,0.509213851,0.963811466
2.052263066,0.716053792,0.509198677,0.963869988
2.053263316,0.716219523,0.509183529,0.963928415
2.054263566,0.716385055,0.509168405,0.963986747
2.055263816,0.716550388,0.509153307,0.964044985
2.056264066,0.716715521,0.509138235,0.964103129
2.057264316,0.716880456,0.509123187,0.964161179
2.058264566,0.717045193,0.509108165,0.964219135
2.059264816,0.717209732,0.509093168,0.964276997
2.060265066,0.717374074,0.509078196,0.964334766
2.061265316,0.717538218,0.509063250,0.964392441
2.062265566,0.717702166,0.509048328,0.964450023
2.063265816,0.717865917,0.509033431,0.964507512
2.064266067,0.718029473,0.509018560,0.964564908
2.065266317,0.718192832,0.509003713,0.964622211
2.066266567,0.718355997,0.508988891,0.964679422
2.067266817,0.718518967,0.508974094,0.964736540
2.068267067,0.718681742,0.508959322,0.964793565
2.069267317,0.718844323,0.508944574,0.964850499
2.070267567,0.719006710,0.508929851,0.964907340
2.071267817,0.719168903,0.508915153,0.964964089
2.072268067,0.719330904,0.508900479,0.965020747
2.073268317,0.719492712,0.508885830,0.965077313
2.074268567,0.719654327,0.508871206,0.965133788
2.075268817,0.719815751,0.508856606,0.965190171
2.076269067,0.719976983,0.508842030,0.965246463
2.077269317,0.720138023,0.508827479,0.965302664
2.078269567,0.720298872,0.508812952,0.965358774
2.079269817,0.720459531,0.508798450,0.965414793
2.080270068,0.720620000,0.508783972,0.965470722
2.081270318,0.720780279,0.508769518,0.965526560
2.082270568,0.720940368,0.508755088,0.965582308
2.083270818,0.721100268,0.508740682,0.965637966
2.084271068,0.721259979,0.508726301,0.965693534
2.085271318,0.721419501,0.508711943,0.965749012
2.086271568,0.721578835,0.508697610,0.965804400
2.087271818,0.721737982,0.508683300,0.965859699
2.088272068,0.721896941,0.508669015,0.965914908
2.089272318,0.722055713,0.508654753,0.965970028
2.090272568,0.722214298,0.508640516,0.966025059
2.091272818,0.722372696,0.508626302,0.966080001
2.092273068,0.722530909,0.508612112,0.966134854
2.093273318,0.722688936,0.508597945,0.966189618
2.094273568,0.722846777,0.508583803,0.966244294
2.095273818,0.723004433,0.508569684,0.966298882
2.096274069,0.723161904,0.508555588,0.966353381
2.097274319,0.723319191,0.508541516,0.966407792
2.098274569,0.723476294,0.508527468,0.966462115
2.099274819,0.723633213,0.508513443,0.966516350
2.100275069,0.723789948,0.508499442,0.966570497
2.101275319,0.723946501,0.508485464,0.966624557
2.102275569,0.724102871,0.508471509,0.966678529
2.103275819,0.724259058,0.508457578,0.966732414
2.104276069,0.724415063,0.508443670,0.966786212
2.105276319,0.724570886,0.508429785,0.966839923
2.106276569,0.724726528,0.508415924,0.966893548
2.107276819,0.724881989,0.508402085,0.966947085
2.108277069,0.725037269,0.508388270,0.967000536
2.109277319,0.725192369,0.508374478,0.967053900
2.110277569,0.725347288,0.508360709,0.967107178
2.111277819,0.725502028,0.508346963,0.967160370
2.112278070,0.725656588,0.508333240,0.967213476
2.113278320,0.725810968,0.508319540,0.967266496
2.114278570,0.725965170,0.508305862,0.967319431
2.115278820,0.726119194,0.508292208,0.967372279
2.116279070,0.726273039,0.508278576,0.967425043
2.117279320,0.726426707,0.508264968,0.967477721
2.118279570,0.726580196,0.508251382,0.967530313
2.119279820,0.726733509,0.508237818,0.967582821
2.120280070,0.726886644,0.508224277,0.967635244
2.121280320,0.727039603,0.508210759,0.967687582
2.122280570,0.727192386,0.508197264,0.967739835
2.123280820,0.727344993,0.508183791,0.967792004
2.124281070,0.727497424,0.508170340,0.967844089
2.125281320,0.727649679,0.508156912,0.967896089
2.126281570,0.727801760,0.508143507,0.967948005
2.127281820,0.727953666,0.508130123,0.967999837
2.128282071,0.728105397,0.508116762,0.968051586
2.129282321,0.728256954,0.508103424,0.968103250
2.130282571,0.728408338,0.508090108,0.968154832
2.131282821,0.728559548,0.508076813,0.968206329
2.132283071,0.728710584,0.508063542,0.968257744
2.133283321,0.728861448,0.508050292,0.968309075
2.134283571,0.729012139,0.508037064,0.968360323
2.135283821,0.729162658,0.508023859,0.968411489
2.136284071,0.729313005,0.508010675,0.968462572
2.137284321,0.729463181,0.507997514,0.968513572
2.138284571,0.729613185,0.507984374,0.968564489
2.139284821,0.729763018,0.507971256,0.968615325
2.140285071,0.729912680,0.507958161,0.968666078
2.141285321,0.730062172,0.507945087,0.968716749
2.142285571,0.730211493,0.507932035,0.968767338
2.143285821,0.730360645,0.507919005,0.968817845
2.144286072,0.730509627,0.507905996,0.968868271
2.145286322,0.730658440,0.507893009,0.968918615
2.146286572,0.730807084,0.507880044,0.968968877
2.147286822,0.730955559,0.507867100,0.969019059
2.148287072,0.731103866,0.507854178,0.969069159
2.149287322,0.731252004,0.507841278,0.969119178
2.150287572,0.731399975,0.507828399,0.969169116
2.151287822,0.731547779,0.507815542,0.969218974
2.152288072,0.731695415,0.507802706,0.969268751
2.153288322,0.731842885,0.507789891,0.969318447
2.154288572,0.731990187,0.507777098,0.969368063
2.155288822,0.732137324,0.507764326,0.969417599
2.156289072,0.732284294,0.507751576,0.969467055
2.157289322,0.732431099,0.507738846,0.969516431
2.158289572,0.732577738,0.507726138,0.969565726
2.159289822,0.732724212,0.507713451,0.969614943
2.160290073,0.732870522,0.507700785,0.969664079
2.161290323,0.733016666,0.507688141,0.969713136
2.162290573,0.733162646,0.507675517,0.969762114
2.163290823,0.733308463,0.507662915,0.969811013
2.164291073,0.733454115,0.507650333,0.969859832
2.165291323,0.733599604,0.507637773,0.969908573
2.166291573,0.733744930,0.507625233,0.969957234
2.167291823,0.733890094,0.507612714,0.970005818
2.168292073,0.734035094,0.507600216,0.970054322
2.169292323,0.734179932,0.507587739,0.970102748
2.170292573,0.734324608,0.507575283,0.970151096
2.171292823,0.734469123,0.507562847,0.970199365
2.172293073,0.734613476,0.507550433,0.970247557
2.173293323,0.734757667,0.507538039,0.970295670
2.174293573,0.734901698,0.507525665,0.970343706
2.175293823,0.735045568,0.507513312,0.970391664
2.176294074,0.735189278,0.507500980,0.970439545
2.177294324,0.735332828,0.507488668,0.970487348
2.178294574,0.735476218,0.507476377,0.970535074
2.179294824,0.735619448,0.507464106,0.970582722
2.180295074,0.735762519,0.507451856,0.970630294
2.181295324,0.735905431,0.507439626,0.970677788
2.182295574,0.736048185,0.507427417,0.970725206
2.183295824,0.736190780,0.507415227,0.970772547
2.184296074,0.736333216,0.507403058,0.970819812
2.185296324,0.736475495,0.507390910,0.970867000
2.186296574,0.736617617,0.507378781,0.970914112
2.187296824,0.736759580,0.507366673,0.970961148
2.188297074,0.736901387,0.507354585,0.971008107
2.189297324,0.737043037,0.507342517,0.971054991
2.190297574,0.737184531,0.507330469,0.971101799
2.191297824,0.737325868,0.507318441,0.971148531
2.192298075,0.737467049,0.507306433,0.971195187
2.193298325,0.737608074,0.507294446,0.971241768
2.194298575,0.737748944,0.507282478,0.971288274
2.195298825,0.737889659,0.507270530,0.971334705
2.196299075,0.738030218,0.507258602,0.971381060
2.197299325,0.738170623,0.507246693,0.971427341
2.198299575,0.738310874,0.507234805,0.971473547
2.199299825,0.738450970,0.507222936,0.971519677
2.200300075,0.738590912,0.507211088,0.971565734
2.201300325,0.738730701,0.507199258,0.971611716
2.202300575,0.738870337,0.507187449,0.971657623
2.203300825,0.739009819,0.507175659,0.971703457
2.204301075,0.739149148,0.507163889,0.971749216
2.205301325,0.739288325,0.507152138,0.971794901
2.206301575,0.739427349,0.507140407,0.971840512
2.207301825,0.739566222,0.507128695,0.971886050
2.208302076,0.739704942,0.507117003,0.971931514
2.209302326,0.739843511,0.507105331,0.971976904
2.210302576,0.739981929,0.507093677,0.972022221
2.211302826,0.740120195,0.507082044,0.972067465
2.212303076,0.740258311,0.507070429,0.972112635
2.213303326,0.740396276,0.507058834,0.972157733
2.214303576,0.740534091,0.507047258,0.972202757
2.215303826,0.740671756,0.507035701,0.972247709
2.216304076,0.740809271,0.507024164,0.972292588
2.217304326,0.740946636,0.507012645,0.972337395
2.218304576,0.741083852,0.507001146,0.972382129
2.219304826,0.741220919,0.506989666,0.972426790
2.220305076,0.741357837,0.506978205,0.972471380
2.221305326,0.741494607,0.506966763,0.972515897
2.222305576,0.741631228,0.506955340,0.972560342
2.223305826,0.741767701,0.506943937,0.972604716
2.224306077,0.741904027,0.506932552,0.972649018
2.225306327,0.742040205,0.506921186,0.972693248
2.226306577,0.742176235,0.506909838,0.972737406
2.227306827,0.742312119,0.506898510,0.972781493
2.228307077,0.742447856,0.506887201,0.972825509
2.229307327,0.742583446,0.506875910,0.972869454
2.230307577,0.742718889,0.506864638,0.972913328
2.231307827,0.742854187,0.506853385,0.972957130
2.232308077,0.742989339,0.506842151,0.973000862
2.233308327,0.743124345,0.506830935,0.973044523
2.234308577,0.743259206,0.506819738,0.973088114
2.235308827,0.743393922,0.506808559,0.973131634
2.236309077,0.743528493,0.506797399,0.973175083
2.237309327,0.743662919,0.506786258,0.973218463
2.238309577,0.743797201,0.506775135,0.973261772
2.239309827,0.743931338,0.506764030,0.973305011
2.240310078,0.744065332,0.506752944,0.973348180
2.241310328,0.744199182,0.506741876,0.973391280
2.242310578,0.744332888,0.506730827,0.973434310
2.243310828,0.744466452,0.506719796,0.973477270
2.244311078,0.744599872,0.506708784,0.973520160
2.245311328,0.744733150,0.506697789,0.973562982
2.246311578,0.744866285,0.506686813,0.973605734
2.247311828,0.744999277,0.506675855,0.973648417
2.248312078,0.745132128,0.506664916,0.973691031
2.249312328,0.745264837,0.506653994,0.973733576
2.250312578,0.745397405,0.506643091,0.973776052
2.251312828,0.745529831,0.506632206,0.973818459
2.252313078,0.745662116,0.506621339,0.973860798
2.253313328,0.745794260,0.506610490,0.973903069
2.254313578,0.745926263,0.506599658,0.973945271
2.255313828,0.746058126,0.506588845,0.973987405
2.256314079,0.746189849,0.506578050,0.974029471
2.257314329,0.746321432,0.506567273,0.974071468
2.258314579,0.746452875,0.506556513,0.974113398
2.259314829,0.746584179,0.506545772,0.974155260
2.260315079,0.746715343,0.506535048,0.974197054
2.261315329,0.746846368,0.506524342,0.974238781
2.262315579,0.746977255,0.506513654,0.974280440
2.263315829,0.747108003,0.506502984,0.974322032
2.264316079,0.747238612,0.506492331,0.974363557
2.265316329,0.747369084,0.506481696,0.974405014
2.266316579,0.747499417,0.506471078,0.974446405
2.267316829,0.747629613,0.506460479,0.974487728
2.268317079,0.747759672,0.506449897,0.974528985
2.269317329,0.747889593,0.506439332,0.974570175
2.270317579,0.748019377,0.506428785,0.974611298
2.271317829,0.748149024,0.506418255,0.974652355
2.272318080,0.748278535,0.506407743,0.974693345
2.273318330,0.748407909,0.506397248,0.974734269
2.274318580,0.748537148,0.506386771,0.974775127
2.275318830,0.748666250,0.506376311,0.974815919
2.276319080,0.748795217,0.506365868,0.974856645
2.277319330,0.748924048,0.506355443,0.974897305
2.278319580,0.749052744,0.506345035,0.974937900
2.279319830,0.749181305,0.506334644,0.974978428
2.280320080,0.749309731,0.506324271,0.975018891
2.281320330,0.749438022,0.506313914,0.975059289
2.282320580,0.749566180,0.506303575,0.975099621
2.283320830,0.749694203,0.506293253,0.975139889
2.284321080,0.749822092,0.506282948,0.975180091
2.285321330,0.749949847,0.506272661,0.975220228
2.286321580,0.750077469,0.506262390,0.975260300
2.287321830,0.750204957,0.506252136,0.975300307
2.288322081,0.750332313,0.506241899,0.975340250
2.289322331,0.750459535,0.506231680,0.975380128
2.290322581,0.750586625,0.506221477,0.975419941
2.291322831,0.750713582,0.506211291,0.975459690
2.292323081,0.750840408,0.506201122,0.975499375
2.293323331,0.750967101,0.506190970,0.975538996
2.294323581,0.751093662,0.506180834,0.975578552
2.295323831,0.751220092,0.506170716,0.975618045
2.296324081,0.751346390,0.506160614,0.975657474
2.297324331,0.751472558,0.506150529,0.975696839
2.298324581,0.751598594,0.506140461,0.975736140
2.299324831,0.751724499,0.506130409,0.975775378
2.300325081,0.751850274,0.506120374,0.975814552
2.301325331,0.751975919,0.506110355,0.975853663
2.302325581,0.752101433,0.506100354,0.975892711
2.303325831,0.752226818,0.506090368,0.975931696
2.304326082,0.752352072,0.506080400,0.975970617
2.305326332,0.752477198,0.506070448,0.976009476
2.306326582,0.752602194,0.506060512,0.976048272
2.307326832,0.752727060,0.506050593,0.976087005
2.308327082,0.752851798,0.506040690,0.976125675
2.309327332,0.752976408,0.506030803,0.976164283
2.310327582,0.753100888,0.506020933,0.976202829
2.311327832,0.753225241,0.506011080,0.976241312
2.312328082,0.753349465,0.506001242,0.976279733
2.313328332,0.753473562,0.505991421,0.976318091
2.314328582,0.753597531,0.505981617,0.976356388
2.315328832,0.753721372,0.505971828,0.976394623
2.316329082,0.753845086,0.505962056,0.976432796
2.317329332,0.753968673,0.505952299,0.976470907
2.318329582,0.754092133,0.505942559,0.976508957
2.319329832,0.754215467,0.505932835,0.976546945
2.320330083,0.754338674,0.505923128,0.976584871
2.321330333,0.754461755,0.505913436,0.976622737
2.322330583,0.754584709,0.505903760,0.976660541
2.323330833,0.754707538,0.505894100,0.976698284
2.324331083,0.754830241,0.505884457,0.976735965
2.325331333,0.754952819,0.505874829,0.976773586
2.326331583,0.755075271,0.505865217,0.976811147
2.327331833,0.755197598,0.505855621,0.976848646
2.328332083,0.755319801,0.505846041,0.976886085
2.329332333,0.755441878,0.505836477,0.976923463
2.330332583,0.755563832,0.505826929,0.976960781
2.331332833,0.755685660,0.505817396,0.976998038
2.332333083,0.755807365,0.505807879,0.977035235
2.333333333,0.755928946,0.505798378,0.977072372
2.334333583,0.756050403,0.505788893,0.977109449
2.335333833,0.756171737,0.505779424,0.977146466
2.336334084,0.756292947,0.505769970,0.977183423
2.337334334,0.756414034,0.505760531,0.977220321
2.338334584,0.756534998,0.505751109,0.977257158
2.339334834,0.756655840,0.505741702,0.977293936
2.340335084,0.756776559,0.505732310,0.977330655
2.341335334,0.756897155,0.505722934,0.977367314
2.342335584,0.757017629,0.505713574,0.977403914
2.343335834,0.757137982,0.505704229,0.977440455
2.344336084,0.757258212,0.505694899,0.977476937
2.345336334,0.757378321,0.505685585,0.977513360
2.346336584,0.757498309,0.505676286,0.977549723
2.347336834,0.757618175,0.505667003,0.977586028
2.348337084,0.757737920,0.505657735,0.977622275
2.349337334,0.757857544,0.505648482,0.977658462
2.350337584,0.757977048,0.505639245,0.977694592
2.351337834,0.758096431,0.505630023,0.977730662
2.352338085,0.758215694,0.505620816,0.977766675
2.353338335,0.758334837,0.505611624,0.977802629
2.354338585,0.758453860,0.505602448,0.977838525
2.355338835,0.758572763,0.505593287,0.977874363
2.356339085,0.758691546,0.505584141,0.977910143
2.357339335,0.758810210,0.505575010,0.977945865
2.358339585,0.758928755,0.505565894,0.977981529
2.359339835,0.759047181,0.505556793,0.978017136
2.360340085,0.759165488,0.505547707,0.978052685
2.361340335,0.759283677,0.505538637,0.978088177
2.362340585,0.759401747,0.505529581,0.978123611
2.363340835,0.759519699,0.505520540,0.978158988
2.364341085,0.759637532,0.505511514,0.978194308
2.365341335,0.759755248,0.505502503,0.978229571
2.366341585,0.759872846,0.505493507,0.978264776
2.367341835,0.759990326,0.505484526,0.978299925
2.368342086,0.760107690,0.505475560,0.978335017
2.369342336,0.760224935,0.505466608,0.978370052
2.370342586,0.760342064,0.505457672,0.978405030
2.371342836,0.760459076,0.505448750,0.978439952
2.372343086,0.760575972,0.505439842,0.978474817
2.373343336,0.760692751,0.505430950,0.978509626
2.374343586,0.760809413,0.505422072,0.978544379
2.375343836,0.760925960,0.505413209,0.978579076
2.376344086,0.761042391,0.505404361,0.978613716
2.377344336,0.761158705,0.505395527,0.978648300
2.378344586,0.761274905,0.505386707,0.978682829
2.379344836,0.761390989,0.505377903,0.978717302
2.380345086,0.761506957,0.505369113,0.978751718
2.381345336,0.761622811,0.505360337,0.978786080
2.382345586,0.761738549,0.505351576,0.978820385
2.383345836,0.761854173,0.505342829,0.978854636
2.384346087,0.761969683,0.505334097,0.978888830
2.385346337,0.762085078,0.505325379,0.978922970
2.386346587,0.762200359,0.505316676,0.978957054
2.387346837,0.762315526,0.505307987,0.978991083
2.388347087,0.762430579,0.505299312,0.979025057
2.389347337,0.762545518,0.505290652,0.979058977
2.390347587,0.762660344,0.505282006,0.979092841
2.391347837,0.762775057,0.505273374,0.979126651
2.392348087,0.762889656,0.505264756,0.979160405
2.393348337,0.763004142,0.505256153,0.979194106
2.394348587,0.763118516,0.505247564,0.979227752
2.395348837,0.763232777,0.505238989,0.979261343
2.396349087,0.763346925,0.505230428,0.979294880
2.397349337,0.763460962,0.505221882,0.979328363
2.398349587,0.763574886,0.505213349,0.979361792
2.399349837,0.763688698,0.505204831,0.979395166
2.400350088,0.763802398,0.505196326,0.979428487
2.401350338,0.763915987,0.505187836,0.979461754
2.402350588,0.764029464,0.505179360,0.979494967
2.403350838,0.764142830,0.505170897,0.979528126
2.404351088,0.764256085,0.505162449,0.979561232
2.405351338,0.764369229,0.505154015,0.979594284
2.406351588,0.764482262,0.505145594,0.979627283
2.407351838,0.764595185,0.505137188,0.979660228
2.408352088,0.764707997,0.505128795,0.979693120
2.409352338,0.764820698,0.505120416,0.979725959
2.410352588,0.764933290,0.505112051,0.979758745
2.411352838,0.765045772,0.505103700,0.979791477
2.412353088,0.765158143,0.505095362,0.979824157
2.413353338,0.765270406,0.505087039,0.979856784
2.414353588,0.765382559,0.505078729,0.979889358
2.415353838,0.765494602,0.505070432,0.979921880
2.416354089,0.765606536,0.505062150,0.979954349
2.417354339,0.765718362,0.505053881,0.979986765
2.418354589,0.765830078,0.505045626,0.980019129
2.419354839,0.765941686,0.505037384,0.980051441
2.420355089,0.766053186,0.505029156,0.980083700
2.421355339,0.766164577,0.505020942,0.980115907
2.422355589,0.766275860,0.505012741,0.980148063
2.423355839,0.766387035,0.505004553,0.980180166
2.424356089,0.766498102,0.504996379,0.980212217
2.425356339,0.766609061,0.504988219,0.980244216
2.426356589,0.766719913,0.504980072,0.980276164
2.427356839,0.766830657,0.504971939,0.980308060
2.428357089,0.766941295,0.504963818,0.980339905
2.429357339,0.767051825,0.504955712,0.980371697
2.430357589,0.767162248,0.504947618,0.980403439
2.431357839,0.767272565,0.504939538,0.980435129
2.432358090,0.767382775,0.504931472,0.980466768
2.433358340,0.767492879,0.504923418,0.980498356
2.434358590,0.767602876,0.504915378,0.980529893
2.435358840,0.767712768,0.504907352,0.980561378
2.436359090,0.767822553,0.504899338,0.980592813
2.437359340,0.767932233,0.504891338,0.980624197
2.438359590,0.768041807,0.504883350,0.980655530
2.439359840,0.768151275,0.504875376,0.980686813
2.440360090,0.768260638,0.504867416,0.980718045
2.441360340,0.768369896,0.504859468,0.980749226
2.442360590,0.768479049,0.504851533,0.980780357
2.443360840,0.768588097,0.504843612,0.980811438
2.444361090,0.768697041,0.504835703,0.980842468
2.445361340,0.768805880,0.504827808,0.980873448
2.446361590,0.768914614,0.504819925,0.980904378
2.447361840,0.769023245,0.504812056,0.980935258
2.448362091,0.769131771,0.504804199,0.980966089
2.449362341,0.769240193,0.504796356,0.980996869
2.450362591,0.769348512,0.504788525,0.981027599
2.451362841,0.769456727,0.504780707,0.981058280
2.452363091,0.769564838,0.504772903,0.981088911
2.453363341,0.769672846,0.504765111,0.981119493
2.454363591,0.769780751,0.504757331,0.981150025
2.455363841,0.769888553,0.504749565,0.981180508
2.456364091,0.769996252,0.504741812,0.981210942
2.457364341,0.770103848,0.504734071,0.981241326
2.458364591,0.770211342,0.504726343,0.981271661
2.459364841,0.770318733,0.504718628,0.981301947
2.460365091,0.770426022,0.504710925,0.981332185
2.461365341,0.770533209,0.504703235,0.981362373
2.462365591,0.770640294,0.504695558,0.981392512
2.463365841,0.770747277,0.504687894,0.981422603
2.464366092,0.770854159,0.504680242,0.981452645
2.465366342,0.770960939,0.504672602,0.981482639
2.466366592,0.771067617,0.504664976,0.981512584
2.467366842,0.771174194,0.504657362,0.981542480
2.468367092,0.771280671,0.504649760,0.981572328
2.469367342,0.771387046,0.504642171,0.981602128
2.470367592,0.771493320,0.504634594,0.981631880
2.471367842,0.771599494,0.504627030,0.981661584
2.472368092,0.771705568,0.504619479,0.981691239
2.473368342,0.771811541,0.504611939,0.981720847
2.474368592,0.771917413,0.504604413,0.981750407
2.475368842,0.772023186,0.504596898,0.981779919
2.476369092,0.772128859,0.504589396,0.981809383
2.477369342,0.772234432,0.504581907,0.981838799
2.478369592,0.772339905,0.504574429,0.981868168
2.479369842,0.772445279,0.504566964,0.981897490
2.480370093,0.772550554,0.504559512,0.981926764
2.481370343,0.772655729,0.504552071,0.981955991
2.482370593,0.772760806,0.504544643,0.981985170
2.483370843,0.772865783,0.504537227,0.982014303
2.484371093,0.772970662,0.504529823,0.982043388
2.485371343,0.773075442,0.504522432,0.982072426
2.486371593,0.773180123,0.504515052,0.982101417
2.487371843,0.773284706,0.504507685,0.982130362
2.488372093,0.773389191,0.504500330,0.982159259
2.489372343,0.773493578,0.504492987,0.982188110
2.490372593,0.773597867,0.504485656,0.982216914
2.491372843,0.773702058,0.504478337,0.982245672
2.492373093,0.773806152,0.504471030,0.982274383
2.493373343,0.773910148,0.504463735,0.982303047
2.494373593,0.774014047,0.504456453,0.982331666
2.495373843,0.774117848,0.504449182,0.982360238
2.496374094,0.774221552,0.504441923,0.982388763
2.497374344,0.774325160,0.504434676,0.982417243
2.498374594,0.774428671,0.504427441,0.982445677
2.499374844,0.774532085,0.504420218,0.982474064
2.500375094,0.774635402,0.504413007,0.982502406
2.501375344,0.774738623,0.504405808,0.982530702
2.502375594,0.774841748,0.504398620,0.982558952
2.503375844,0.774944777,0.504391445,0.982587156
2.504376094,0.775047709,0.504384281,0.982615315
2.505376344,0.775150546,0.504377129,0.982643428
2.506376594,0.775253287,0.504369989,0.982671496
2.507376844,0.775355933,0.504362860,0.982699519
2.508377094,0.775458483,0.504355743,0.982727496
2.509377344,0.775560938,0.504348638,0.982755428
2.510377594,0.775663298,0.504341545,0.982783314
2.511377844,0.775765562,0.504334463,0.982811156
2.512378095,0.775867732,0.504327393,0.982838953
2.513378345,0.775969807,0.504320335,0.982866704
2.514378595,0.776071787,0.504313288,0.982894411
2.515378845,0.776173673,0.504306253,0.982922073
2.516379095,0.776275465,0.504299229,0.982949690
2.517379345,0.776377162,0.504292217,0.982977263
2.518379595,0.776478765,0.504285216,0.983004791
2.519379845,0.776580275,0.504278227,0.983032274
2.520380095,0.776681690,0.504271250,0.983059713
2.521380345,0.776783012,0.504264284,0.983087108
2.522380595,0.776884240,0.504257329,0.983114458
2.523380845,0.776985375,0.504250386,0.983141764
2.524381095,0.777086416,0.504243454,0.983169026
2.525381345,0.777187365,0.504236534,0.983196244
2.526381595,0.777288220,0.504229625,0.983223418
2.527381845,0.777388983,0.504222727,0.983250548
2.528382096,0.777489652,0.504215841,0.983277634
2.529382346,0.777590229,0.504208966,0.983304676
2.530382596,0.777690714,0.504202102,0.983331675
2.531382846,0.777791106,0.504195250,0.983358629
2.532383096,0.777891406,0.504188409,0.983385541
2.533383346,0.777991613,0.504181579,0.983412408
2.534383596,0.778091729,0.504174760,0.983439233
2.535383846,0.778191753,0.504167953,0.983466014
2.536384096,0.778291685,0.504161157,0.983492751
2.537384346,0.778391526,0.504154372,0.983519446
2.538384596,0.778491275,0.504147598,0.983546097
2.539384846,0.778590933,0.504140835,0.983572705
2.540385096,0.778690499,0.504134084,0.983599270
2.541385346,0.778789975,0.504127343,0.983625792
2.542385596,0.778889359,0.504120614,0.983652271
