alpha,eta,omega,m,epsilon,q,sigma0,R,Kappa,phi,r0,K,lambda_A,Omega0,segment_mode,Xi,logG,lhs,stable_direct,stable_criterion,near_boundary,criterion_margin,integral_gamma,damping_sum,log_mirror
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.36666666667,weighted,301.2826566660113,89.69311235374396,40.96000000000001,False,False,False,-260.3226566660113,249.5898293099699,159.8966069511756,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.36666666667,weighted,301.2826566657567,249.58971930470696,0.0,False,False,False,-301.2826566657567,249.5898293097573,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.36666666667,weighted,301.2826566657567,89.69311235353136,40.96000000000001,False,False,False,-260.32265666575665,249.5898293097573,159.8966069511756,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.57777777778,weighted,349.6661543243373,289.98812907826687,0.0,False,False,False,-349.6661543243373,289.9882390833172,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.57777777778,weighted,349.6661543243373,130.09152212709122,40.96000000000001,False,False,False,-308.70615432433726,289.9882390833172,159.8966069511756,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.57777777778,weighted,349.6661543240826,289.9881290780542,0.0,False,False,False,-349.6661543240826,289.98823908310453,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.57777777778,weighted,349.6661543240826,130.09152212687857,40.96000000000001,False,False,False,-308.7061543240826,289.98823908310453,159.8966069511756,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.78888888889,weighted,398.04965198266325,330.38653885161415,0.0,False,False,False,-398.04965198266325,330.38664885666446,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.78888888889,weighted,398.04965198266325,170.4899319004385,40.96000000000001,False,False,False,-357.0896519826632,330.38664885666446,159.8966069511756,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.78888888889,weighted,398.04965198240865,330.38653885140155,0.0,False,False,False,-398.04965198240865,330.38664885645187,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.78888888889,weighted,398.04965198240865,170.4899319002259,40.96000000000001,False,False,False,-357.08965198240867,330.38664885645187,159.8966069511756,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,2.0,weighted,446.43314964073454,370.7849486247487,0.0,False,False,False,-446.43314964073454,370.78505862979904,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,2.0,weighted,446.43314964073454,210.88834167357308,40.96000000000001,False,False,False,-405.4731496407345,370.78505862979904,159.8966069511756,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,2.0,weighted,446.43314964073454,370.7849486247487,0.0,False,False,False,-446.43314964073454,370.78505862979904,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,2.0,weighted,446.43314964073454,210.88834167357308,40.96000000000001,False,False,False,-405.4731496407345,370.78505862979904,159.8966069511756,-0.00011000505033366343
