alpha,eta,omega,m,epsilon,q,sigma0,R,Kappa,phi,r0,K,lambda_A,Omega0,segment_mode,Xi,logG,lhs,stable_direct,stable_criterion,near_boundary,criterion_margin,integral_gamma,damping_sum,log_mirror
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,2.0,uniform,446.43314964073454,340.56896296819554,10.240000000000002,False,False,False,-436.19314964073453,370.78505862979904,30.2159856565532,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,0.1,uniform,10.98167071350908,7.199260662709792,0.0,False,False,False,-10.98167071350908,7.1993706677601255,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,0.1,uniform,10.98167071350908,-54.15528274102152,20.480000000000004,True,True,False,9.498329286490923,7.1993706677601255,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,0.311111111111,uniform,59.36516837206421,47.597670436248414,0.0,False,False,False,-59.36516837206421,47.597780441298745,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,0.311111111111,uniform,59.36516837206421,-13.756872967482908,20.480000000000004,True,False,False,-38.88516837206421,47.597780441298745,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,0.522222222222,uniform,107.74866603061936,87.99608020978704,0.0,False,False,False,-107.74866603061936,87.99619021483737,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,0.522222222222,uniform,107.74866603061936,26.641536806055715,20.480000000000004,False,False,False,-87.26866603061936,87.99619021483737,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,0.733333333333,uniform,156.13216368919996,128.39448998334692,0.0,False,False,False,-156.13216368919996,128.39459998839726,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,0.733333333333,uniform,156.13216368919996,67.0399465796156,20.480000000000004,False,False,False,-135.65216368919994,128.39459998839726,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,0.733333333333,uniform,156.1321636891745,128.39448998332566,0.0,False,False,False,-156.1321636891745,128.394599988376,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,0.733333333333,uniform,156.1321636891745,67.03994657959434,20.480000000000004,False,False,False,-135.65216368917447,128.394599988376,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,0.944444444444,uniform,204.5156613477551,168.79289975688553,0.0,False,False,False,-204.5156613477551,168.79300976193588,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,0.944444444444,uniform,204.5156613477551,107.43835635315422,20.480000000000004,False,False,False,-184.03566134775508,168.79300976193588,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,0.944444444444,uniform,204.51566134772963,168.79289975686427,0.0,False,False,False,-204.51566134772963,168.79300976191462,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,0.944444444444,uniform,204.51566134772963,107.43835635313296,20.480000000000004,False,False,False,-184.03566134772962,168.79300976191462,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.15555555556,uniform,252.89915900631027,209.19130953042418,0.0,False,False,False,-252.89915900631027,209.19141953547452,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.15555555556,uniform,252.89915900631027,147.83676612669285,20.480000000000004,False,False,False,-232.41915900631028,209.19141953547452,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.15555555556,uniform,252.89915900743065,209.19130953135968,0.0,False,False,False,-252.89915900743065,209.19141953641002,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.15555555556,uniform,252.89915900743065,147.83676612762835,20.480000000000004,False,False,False,-232.41915900743066,209.19141953641002,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.36666666667,uniform,301.2826566660113,249.58971930491956,0.0,False,False,False,-301.2826566660113,249.5898293099699,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.36666666667,uniform,301.2826566660113,188.23517590118823,20.480000000000004,False,False,False,-280.8026566660113,249.5898293099699,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.36666666667,uniform,301.2826566657567,249.58971930470696,0.0,False,False,False,-301.2826566657567,249.5898293097573,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.36666666667,uniform,301.2826566657567,188.23517590097563,20.480000000000004,False,False,False,-280.8026566657567,249.5898293097573,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.57777777778,uniform,349.6661543243373,289.98812907826687,0.0,False,False,False,-349.6661543243373,289.9882390833172,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.57777777778,uniform,349.6661543243373,228.6335856745355,20.480000000000004,False,False,False,-329.1861543243373,289.9882390833172,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.57777777778,uniform,349.6661543240826,289.9881290780542,0.0,False,False,False,-349.6661543240826,289.98823908310453,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.57777777778,uniform,349.6661543240826,228.63358567432286,20.480000000000004,False,False,False,-329.18615432408257,289.98823908310453,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.78888888889,uniform,398.04965198266325,330.38653885161415,0.0,False,False,False,-398.04965198266325,330.38664885666446,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.78888888889,uniform,398.04965198266325,269.0319954478828,20.480000000000004,False,False,False,-377.56965198266323,330.38664885666446,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.78888888889,uniform,398.04965198240865,330.38653885140155,0.0,False,False,False,-398.04965198240865,330.38664885645187,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.78888888889,uniform,398.04965198240865,269.0319954476702,20.480000000000004,False,False,False,-377.56965198240863,330.38664885645187,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,2.0,uniform,446.43314964073454,370.7849486247487,0.0,False,False,False,-446.43314964073454,370.78505862979904,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,2.0,uniform,446.43314964073454,309.4304052210174,20.480000000000004,False,False,False,-425.9531496407345,370.78505862979904,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,2.0,uniform,446.43314964073454,370.7849486247487,0.0,False,False,False,-446.43314964073454,370.78505862979904,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,2.0,uniform,446.43314964073454,309.4304052210174,20.480000000000004,False,False,False,-425.9531496407345,370.78505862979904,61.35454340373132,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,0.1,uniform,10.98167071350908,7.199260662709792,0.0,False,False,False,-10.98167071350908,7.1993706677601255,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,0.1,uniform,10.98167071350908,-116.43943996450797,40.96000000000001,True,True,False,29.978329286490926,7.1993706677601255,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,0.311111111111,uniform,59.36516837206421,47.597670436248414,0.0,False,False,False,-59.36516837206421,47.597780441298745,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,0.311111111111,uniform,59.36516837206421,-76.04103019096935,40.96000000000001,True,False,False,-18.405168372064203,47.597780441298745,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,0.522222222222,uniform,107.74866603061936,87.99608020978704,0.0,False,False,False,-107.74866603061936,87.99619021483737,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,0.522222222222,uniform,107.74866603061936,-35.64262041743072,40.96000000000001,True,False,False,-66.78866603061935,87.99619021483737,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,0.733333333333,uniform,156.1321636891745,128.39448998332566,0.0,False,False,False,-156.1321636891745,128.394599988376,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,0.733333333333,uniform,156.1321636891745,4.7557893561079085,40.96000000000001,False,False,False,-115.17216368917448,128.394599988376,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,0.944444444444,uniform,204.5156613477551,168.79289975688553,0.0,False,False,False,-204.5156613477551,168.79300976193588,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,0.944444444444,uniform,204.5156613477551,45.15419912966779,40.96000000000001,False,False,False,-163.5556613477551,168.79300976193588,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,0.944444444444,uniform,204.51566134772963,168.79289975686427,0.0,False,False,False,-204.51566134772963,168.79300976191462,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,0.944444444444,uniform,204.51566134772963,45.15419912964653,40.96000000000001,False,False,False,-163.55566134772963,168.79300976191462,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.15555555556,uniform,252.89915900631027,209.19130953042418,0.0,False,False,False,-252.89915900631027,209.19141953547452,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.15555555556,uniform,252.89915900631027,85.55260890320643,40.96000000000001,False,False,False,-211.93915900631026,209.19141953547452,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.15555555556,uniform,252.89915900743065,209.19130953135968,0.0,False,False,False,-252.89915900743065,209.19141953641002,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.15555555556,uniform,252.89915900743065,85.55260890414193,40.96000000000001,False,False,False,-211.93915900743065,209.19141953641002,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.36666666667,uniform,301.2826566660113,249.58971930491956,0.0,False,False,False,-301.2826566660113,249.5898293099699,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.36666666667,uniform,301.2826566660113,125.95101867770181,40.96000000000001,False,False,False,-260.3226566660113,249.5898293099699,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.36666666667,uniform,301.2826566657567,249.58971930470696,0.0,False,False,False,-301.2826566657567,249.5898293097573,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.36666666667,uniform,301.2826566657567,125.95101867748922,40.96000000000001,False,False,False,-260.32265666575665,249.5898293097573,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.57777777778,uniform,349.6661543243373,289.98812907826687,0.0,False,False,False,-349.6661543243373,289.9882390833172,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.57777777778,uniform,349.6661543243373,166.34942845104908,40.96000000000001,False,False,False,-308.70615432433726,289.9882390833172,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.57777777778,uniform,349.6661543240826,289.9881290780542,0.0,False,False,False,-349.6661543240826,289.98823908310453,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.57777777778,uniform,349.6661543240826,166.34942845083643,40.96000000000001,False,False,False,-308.7061543240826,289.98823908310453,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.78888888889,uniform,398.04965198266325,330.38653885161415,0.0,False,False,False,-398.04965198266325,330.38664885666446,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.78888888889,uniform,398.04965198266325,206.74783822439636,40.96000000000001,False,False,False,-357.0896519826632,330.38664885666446,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.78888888889,uniform,398.04965198240865,330.38653885140155,0.0,False,False,False,-398.04965198240865,330.38664885645187,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.78888888889,uniform,398.04965198240865,206.74783822418377,40.96000000000001,False,False,False,-357.08965198240867,330.38664885645187,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,2.0,uniform,446.43314964073454,370.7849486247487,0.0,False,False,False,-446.43314964073454,370.78505862979904,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,2.0,uniform,446.43314964073454,247.14624799753093,40.96000000000001,False,False,False,-405.4731496407345,370.78505862979904,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,2.0,uniform,446.43314964073454,370.7849486247487,0.0,False,False,False,-446.43314964073454,370.78505862979904,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,2.0,uniform,446.43314964073454,247.14624799753093,40.96000000000001,False,False,False,-405.4731496407345,370.78505862979904,123.63870062721776,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,0.1,weighted,10.98167071350908,7.199260662709792,0.0,False,False,False,-10.98167071350908,7.1993706677601255,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,0.1,weighted,10.98167071350908,-1.916300351607374,2.5600000000000005,True,False,False,-8.42167071350908,7.1993706677601255,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,0.311111111111,weighted,59.36516837206421,47.597670436248414,0.0,False,False,False,-59.36516837206421,47.597780441298745,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,0.311111111111,weighted,59.36516837206421,38.48210942193125,2.5600000000000005,False,False,False,-56.80516837206421,47.597780441298745,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,0.522222222222,weighted,107.74866603064484,87.99608020980831,0.0,False,False,False,-107.74866603064484,87.99619021485864,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,0.522222222222,weighted,107.74866603064484,78.88051919549115,2.5600000000000005,False,False,False,-105.18866603064484,87.99619021485864,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,0.522222222222,weighted,107.74866603061936,87.99608020978704,0.0,False,False,False,-107.74866603061936,87.99619021483737,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,0.522222222222,weighted,107.74866603061936,78.88051919546987,2.5600000000000005,False,False,False,-105.18866603061936,87.99619021483737,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,0.733333333333,weighted,156.13216368919996,128.39448998334692,0.0,False,False,False,-156.13216368919996,128.39459998839726,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,0.733333333333,weighted,156.13216368919996,119.27892896902976,2.5600000000000005,False,False,False,-153.57216368919995,128.39459998839726,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,0.733333333333,weighted,156.1321636891745,128.39448998332566,0.0,False,False,False,-156.1321636891745,128.394599988376,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,0.733333333333,weighted,156.1321636891745,119.2789289690085,2.5600000000000005,False,False,False,-153.5721636891745,128.394599988376,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,0.944444444444,weighted,204.5156613477551,168.79289975688553,0.0,False,False,False,-204.5156613477551,168.79300976193588,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,0.944444444444,weighted,204.5156613477551,159.67733874256837,2.5600000000000005,False,False,False,-201.9556613477551,168.79300976193588,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,0.944444444444,weighted,204.51566134772963,168.79289975686427,0.0,False,False,False,-204.51566134772963,168.79300976191462,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,0.944444444444,weighted,204.51566134772963,159.6773387425471,2.5600000000000005,False,False,False,-201.95566134772963,168.79300976191462,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,1.15555555556,weighted,252.89915900631027,209.19130953042418,0.0,False,False,False,-252.89915900631027,209.19141953547452,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,1.15555555556,weighted,252.89915900631027,200.075748516107,2.5600000000000005,False,False,False,-250.33915900631027,209.19141953547452,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,1.15555555556,weighted,252.89915900743065,209.19130953135968,0.0,False,False,False,-252.89915900743065,209.19141953641002,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,1.15555555556,weighted,252.89915900743065,200.0757485170425,2.5600000000000005,False,False,False,-250.33915900743065,209.19141953641002,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,1.36666666667,weighted,301.2826566660113,249.58971930491956,0.0,False,False,False,-301.2826566660113,249.5898293099699,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,1.36666666667,weighted,301.2826566660113,240.4741582906024,2.5600000000000005,False,False,False,-298.7226566660113,249.5898293099699,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,1.36666666667,weighted,301.2826566657567,249.58971930470696,0.0,False,False,False,-301.2826566657567,249.5898293097573,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,1.36666666667,weighted,301.2826566657567,240.4741582903898,2.5600000000000005,False,False,False,-298.7226566657567,249.5898293097573,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,1.57777777778,weighted,349.6661543243373,289.98812907826687,0.0,False,False,False,-349.6661543243373,289.9882390833172,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,1.57777777778,weighted,349.6661543243373,280.8725680639497,2.5600000000000005,False,False,False,-347.1061543243373,289.9882390833172,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,1.57777777778,weighted,349.6661543240826,289.9881290780542,0.0,False,False,False,-349.6661543240826,289.98823908310453,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,1.57777777778,weighted,349.6661543240826,280.87256806373705,2.5600000000000005,False,False,False,-347.1061543240826,289.98823908310453,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,1.78888888889,weighted,398.04965198266325,330.38653885161415,0.0,False,False,False,-398.04965198266325,330.38664885666446,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,1.78888888889,weighted,398.04965198266325,321.270977837297,2.5600000000000005,False,False,False,-395.48965198266325,330.38664885666446,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,1.78888888889,weighted,398.04965198240865,330.38653885140155,0.0,False,False,False,-398.04965198240865,330.38664885645187,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,1.78888888889,weighted,398.04965198240865,321.2709778370844,2.5600000000000005,False,False,False,-395.48965198240865,330.38664885645187,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,2.0,weighted,446.43314964073454,370.7849486247487,0.0,False,False,False,-446.43314964073454,370.78505862979904,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,2.0,weighted,446.43314964073454,361.66938761043156,2.5600000000000005,False,False,False,-443.87314964073454,370.78505862979904,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.0,2.0,weighted,446.43314964073454,370.7849486247487,0.0,False,False,False,-446.43314964073454,370.78505862979904,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,8,0.8,2.0,weighted,446.43314964073454,361.66938761043156,2.5600000000000005,False,False,False,-443.87314964073454,370.78505862979904,9.115561014317166,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,0.1,weighted,10.98167071350908,7.199260662709792,0.0,False,False,False,-10.98167071350908,7.1993706677601255,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,0.1,weighted,10.98167071350908,-11.968370081146452,5.120000000000001,True,False,False,-5.8616707135090795,7.1993706677601255,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,0.311111111111,weighted,59.36516837206421,47.597670436248414,0.0,False,False,False,-59.36516837206421,47.597780441298745,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,0.311111111111,weighted,59.36516837206421,28.430039692392167,5.120000000000001,False,False,False,-54.245168372064214,47.597780441298745,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,0.522222222222,weighted,107.74866603064484,87.99608020980831,0.0,False,False,False,-107.74866603064484,87.99619021485864,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,0.522222222222,weighted,107.74866603064484,68.82844946595206,5.120000000000001,False,False,False,-102.62866603064484,87.99619021485864,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,0.522222222222,weighted,107.74866603061936,87.99608020978704,0.0,False,False,False,-107.74866603061936,87.99619021483737,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,0.522222222222,weighted,107.74866603061936,68.8284494659308,5.120000000000001,False,False,False,-102.62866603061936,87.99619021483737,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,0.733333333333,weighted,156.13216368919996,128.39448998334692,0.0,False,False,False,-156.13216368919996,128.39459998839726,0.0,-0.00011000505033366343
