r_over_rs,r_m,m_geom_m,Phi,rho_fl,pr_fl,pt_fl,phi,phip,Zpar,U,X,rho_phi,pr_phi,pt_phi,Delta_phi,rho_tot,pr_tot,pt_tot,one_minus_2m_over_r
8.2582914573e+00,2.4389537389e+04,1.4766696910e+03,1.4577195992e+00,-7.4217875019e-27,-2.2265362506e-27,-2.2265362506e-27,1.0000076310e-04,5.0431409714e-14,1.0000002999e+00,1.4993716826e-22,2.2353545349e-27,1.4993828594e-22,-1.4993605059e-22,-1.4993828594e-22,-2.2353552053e-27,1.4993086415e-22,-1.4993827712e-22,-1.4994051248e-22,8.7890957770e-01
8.3133165829e+00,2.4552045260e+04,1.4766696910e+03,1.4581742038e+00,-7.5066370940e-27,-2.2519911282e-27,-2.2519911282e-27,1.0000077133e-04,5.0683360497e-14,1.0000002999e+00,1.4993720935e-22,2.2598044499e-27,1.4993833925e-22,-1.4993607945e-22,-1.4993833925e-22,-2.2598051276e-27,1.4993083262e-22,-1.4993833144e-22,-1.4994059124e-22,8.7971106477e-01
8.3683417085e+00,2.4714553130e+04,1.4766696910e+03,1.4586288084e+00,-7.5914866861e-27,-2.2774460058e-27,-2.2774460058e-27,1.0000077955e-04,5.0935311281e-14,1.0000002999e+00,1.4993725044e-22,2.2843796450e-27,1.4993839263e-22,-1.4993610825e-22,-1.4993839263e-22,-2.2843803301e-27,1.4993080114e-22,-1.4993838569e-22,-1.4994067007e-22,8.8050201165e-01
8.4233668342e+00,2.4877061001e+04,1.4766696910e+03,1.4590674530e+00,-7.6775208254e-27,-2.3032562476e-27,-2.3032562476e-27,1.0000078788e-04,5.1187933846e-14,1.0000002999e+00,1.4993729205e-22,2.3091407625e-27,1.4993844662e-22,-1.4993613748e-22,-1.4993844662e-22,-2.3091414549e-27,1.4993076910e-22,-1.4993844073e-22,-1.4994074988e-22,8.8128262491e-01
8.4783919598e+00,2.5039568871e+04,1.4766696910e+03,1.4595039362e+00,-7.7637153925e-27,-2.3291146177e-27,-2.3291146177e-27,1.0000079622e-04,5.1440647393e-14,1.0000002999e+00,1.4993733373e-22,2.3340361853e-27,1.4993850075e-22,-1.4993616671e-22,-1.4993850075e-22,-2.3340368853e-27,1.4993073703e-22,-1.4993849583e-22,-1.4994082986e-22,8.8205310574e-01
8.5334170854e+00,2.5202076742e+04,1.4766696910e+03,1.4599404194e+00,-7.8499099595e-27,-2.3549729879e-27,-2.3549729879e-27,1.0000080456e-04,5.1693360940e-14,1.0000002999e+00,1.4993737541e-22,2.3590577834e-27,1.4993855494e-22,-1.4993619588e-22,-1.4993855494e-22,-2.3590584909e-27,1.4993070503e-22,-1.4993855086e-22,-1.4994090991e-22,8.8281365015e-01
8.5884422111e+00,2.5364584613e+04,1.4766696910e+03,1.4603603284e+00,-7.9374151410e-27,-2.3812245423e-27,-2.3812245423e-27,1.0000081302e-04,5.1946772819e-14,1.0000002999e+00,1.4993741767e-22,2.3842696906e-27,1.4993860981e-22,-1.4993622554e-22,-1.4993860981e-22,-2.3842704056e-27,1.4993067239e-22,-1.4993860676e-22,-1.4994099103e-22,8.8356444912e-01
8.6434673367e+00,2.5527092483e+04,1.4766696910e+03,1.4607794356e+00,-8.0249837215e-27,-2.4074951165e-27,-2.4074951165e-27,1.0000082149e-04,5.2200218479e-14,1.0000002999e+00,1.4993745996e-22,2.4096116834e-27,1.4993866477e-22,-1.4993625516e-22,-1.4993866477e-22,-2.4096124060e-27,1.4993063978e-22,-1.4993866265e-22,-1.4994107226e-22,8.8430568879e-01
8.6984924623e+00,2.5689600354e+04,1.4766696910e+03,1.4611985428e+00,-8.1125523020e-27,-2.4337656906e-27,-2.4337656906e-27,1.0000082995e-04,5.2453664138e-14,1.0000002999e+00,1.4993750225e-22,2.4350807062e-27,1.4993871979e-22,-1.4993628471e-22,-1.4993871979e-22,-2.4350814365e-27,1.4993060724e-22,-1.4993871848e-22,-1.4994115356e-22,8.8503755055e-01
8.7535175879e+00,2.5852108224e+04,1.4766696910e+03,1.4616014755e+00,-8.2014833003e-27,-2.4604449901e-27,-2.4604449901e-27,1.0000083854e-04,5.2707791861e-14,1.0000002999e+00,1.4993754514e-22,2.4607404722e-27,1.4993877551e-22,-1.4993631477e-22,-1.4993877551e-22,-2.4607412102e-27,1.4993057403e-22,-1.4993877522e-22,-1.4994123596e-22,8.8576021126e-01
8.8085427136e+00,2.6014616095e+04,1.4766696910e+03,1.4620039202e+00,-8.2904554044e-27,-2.4871366213e-27,-2.4871366213e-27,1.0000084712e-04,5.2961940162e-14,1.0000002999e+00,1.4993758805e-22,2.4865299707e-27,1.4993883132e-22,-1.4993634479e-22,-1.4993883132e-22,-2.4865307164e-27,1.4993054086e-22,-1.4993883192e-22,-1.4994131845e-22,8.8647384334e-01
8.8635678392e+00,2.6177123965e+04,1.4766696910e+03,1.4624063649e+00,-8.3794275085e-27,-2.5138282525e-27,-2.5138282525e-27,1.0000085571e-04,5.3216088463e-14,1.0000002999e+00,1.4993763096e-22,2.5124473163e-27,1.4993888718e-22,-1.4993637474e-22,-1.4993888718e-22,-2.5124480697e-27,1.4993050776e-22,-1.4993888856e-22,-1.4994140101e-22,8.8717861496e-01
8.9185929648e+00,2.6339631836e+04,1.4766696910e+03,1.4627939452e+00,-8.4697330702e-27,-2.5409199210e-27,-2.5409199210e-27,1.0000086442e-04,5.3470864010e-14,1.0000002999e+00,1.4993767446e-22,2.5385520909e-27,1.4993894374e-22,-1.4993640518e-22,-1.4993894374e-22,-2.5385528522e-27,1.4993047400e-22,-1.4993894610e-22,-1.4994148466e-22,8.8787469011e-01
8.9736180905e+00,2.6502139706e+04,1.4766696910e+03,1.4631804102e+00,-8.5601386915e-27,-2.5680416075e-27,-2.5680416075e-27,1.0000087313e-04,5.3725686624e-14,1.0000002999e+00,1.4993771800e-22,2.5647899149e-27,1.4993900040e-22,-1.4993643561e-22,-1.4993900040e-22,-2.5647906840e-27,1.4993044026e-22,-1.4993900365e-22,-1.4994156844e-22,8.8856222875e-01
9.0286432161e+00,2.6664647577e+04,1.4766696910e+03,1.4635668751e+00,-8.6505443129e-27,-2.5951632939e-27,-2.5951632939e-27,1.0000088185e-04,5.3980509238e-14,1.0000002999e+00,1.4993776155e-22,2.5911563671e-27,1.4993905713e-22,-1.4993646597e-22,-1.4993905713e-22,-2.5911571441e-27,1.4993040658e-22,-1.4993906113e-22,-1.4994165229e-22,8.8924138699e-01
9.0836683417e+00,2.6827155447e+04,1.4766696910e+03,1.4639406007e+00,-8.7421668423e-27,-2.6226500527e-27,-2.6226500527e-27,1.0000089067e-04,5.4235869720e-14,1.0000002999e+00,1.4993780563e-22,2.6177033904e-27,1.4993911448e-22,-1.4993649678e-22,-1.4993911448e-22,-2.6177041754e-27,1.4993037231e-22,-1.4993911943e-22,-1.4994173713e-22,8.8991231710e-01
9.1386934673e+00,2.6989663318e+04,1.4766696910e+03,1.4643117395e+00,-8.8340364701e-27,-2.6502109410e-27,-2.6502109410e-27,1.0000089952e-04,5.4491339418e-14,1.0000002999e+00,1.4993784982e-22,2.6443902527e-27,1.4993917202e-22,-1.4993652763e-22,-1.4993917202e-22,-2.6443910457e-27,1.4993033798e-22,-1.4993917784e-22,-1.4994182223e-22,8.9057516771e-01
9.1937185930e+00,2.7152171188e+04,1.4766696910e+03,1.4646828782e+00,-8.9259060979e-27,-2.6777718294e-27,-2.6777718294e-27,1.0000090836e-04,5.4746809117e-14,1.0000002999e+00,1.4993789401e-22,2.6712064901e-27,1.4993922962e-22,-1.4993655841e-22,-1.4993922962e-22,-2.6712072912e-27,1.4993030371e-22,-1.4993923618e-22,-1.4994190739e-22,8.9123008390e-01
9.2487437186e+00,2.7314679059e+04,1.4766696910e+03,1.4650441288e+00,-9.0187813266e-27,-2.7056343980e-27,-2.7056343980e-27,1.0000091729e-04,5.5002696472e-14,1.0000002999e+00,1.4993793865e-22,2.6981930999e-27,1.4993928775e-22,-1.4993658955e-22,-1.4993928775e-22,-2.6981939090e-27,1.4993026897e-22,-1.4993929519e-22,-1.4994199338e-22,8.9187720728e-01
9.3037688442e+00,2.7477186929e+04,1.4766696910e+03,1.4654005671e+00,-9.1121459572e-27,-2.7336437872e-27,-2.7336437872e-27,1.0000092627e-04,5.5258787090e-14,1.0000002999e+00,1.4993798351e-22,2.7253296150e-27,1.4993934617e-22,-1.4993662084e-22,-1.4993934617e-22,-2.7253304323e-27,1.4993023402e-22,-1.4993935448e-22,-1.4994207981e-22,8.9251667612e-01
9.3587939698e+00,2.7639694800e+04,1.4766696910e+03,1.4657570053e+00,-9.2055105878e-27,-2.7616531764e-27,-2.7616531764e-27,1.0000093525e-04,5.5514877708e-14,1.0000002999e+00,1.4993802836e-22,2.7525962196e-27,1.4993940466e-22,-1.4993665206e-22,-1.4993940466e-22,-2.7525970451e-27,1.4993019915e-22,-1.4993941371e-22,-1.4994216631e-22,8.9314862543e-01
9.4138190955e+00,2.7802202670e+04,1.4766696910e+03,1.4661070510e+00,-9.2995672282e-27,-2.7898701685e-27,-2.7898701685e-27,1.0000094429e-04,5.5771238408e-14,1.0000002999e+00,1.4993807352e-22,2.7800198580e-27,1.4993946353e-22,-1.4993668351e-22,-1.4993946353e-22,-2.7800206917e-27,1.4993016396e-22,-1.4993947338e-22,-1.4994225340e-22,8.9377318707e-01
9.4688442211e+00,2.7964710541e+04,1.4766696910e+03,1.4664493878e+00,-9.3944583776e-27,-2.8183375133e-27,-2.8183375133e-27,1.0000095340e-04,5.6027924805e-14,1.0000002999e+00,1.4993811905e-22,2.8076065497e-27,1.4993952286e-22,-1.4993671525e-22,-1.4993952286e-22,-2.8076073917e-27,1.4993012840e-22,-1.4993953359e-22,-1.4994234119e-22,8.9439048984e-01
9.5238693467e+00,2.8127218411e+04,1.4766696910e+03,1.4667917246e+00,-9.4893495271e-27,-2.8468048581e-27,-2.8468048581e-27,1.0000096251e-04,5.6284611203e-14,1.0000002999e+00,1.4993816458e-22,2.8353240145e-27,1.4993958224e-22,-1.4993674692e-22,-1.4993958224e-22,-2.8353248648e-27,1.4993009290e-22,-1.4993959372e-22,-1.4994242905e-22,8.9500065954e-01
9.5788944724e+00,2.8289726282e+04,1.4766696910e+03,1.4671317333e+00,-9.5845089078e-27,-2.8753526723e-27,-2.8753526723e-27,1.0000097165e-04,5.6541395978e-14,1.0000002999e+00,1.4993821023e-22,2.8631822331e-27,1.4993964182e-22,-1.4993677864e-22,-1.4993964182e-22,-2.8631830917e-27,1.4993005731e-22,-1.4993965399e-22,-1.4994251718e-22,8.9560381912e-01
9.6339195980e+00,2.8452234152e+04,1.4766696910e+03,1.4674605422e+00,-9.6809586240e-27,-2.9042875872e-27,-2.9042875872e-27,1.0000098090e-04,5.6798654004e-14,1.0000002999e+00,1.4993825645e-22,2.8912195421e-27,1.4993970206e-22,-1.4993681084e-22,-1.4993970206e-22,-2.8912204091e-27,1.4993002111e-22,-1.4993971513e-22,-1.4994260635e-22,8.9620008867e-01
9.6889447236e+00,2.8614742023e+04,1.4766696910e+03,1.4677893512e+00,-9.7774083402e-27,-2.9332225021e-27,-2.9332225021e-27,1.0000099015e-04,5.7055912029e-14,1.0000002999e+00,1.4993830268e-22,2.9193882782e-27,1.4993976237e-22,-1.4993684298e-22,-1.4993976237e-22,-2.9193891537e-27,1.4992998496e-22,-1.4993977620e-22,-1.4994269559e-22,8.9678958560e-01
9.7439698492e+00,2.8777249893e+04,1.4766696910e+03,1.4681181601e+00,-9.8738580565e-27,-2.9621574169e-27,-2.9621574169e-27,1.0000099940e-04,5.7313170055e-14,1.0000002999e+00,1.4993834890e-22,2.9476884574e-27,1.4993982274e-22,-1.4993687505e-22,-1.4993982274e-22,-2.9476893414e-27,1.4992994889e-22,-1.4993983721e-22,-1.4994278490e-22,8.9737242464e-01
9.7989949749e+00,2.8939757764e+04,1.4766696910e+03,1.4684362257e+00,-9.9716248999e-27,-2.9914874700e-27,-2.9914874700e-27,1.0000100877e-04,5.7570882058e-14,1.0000002999e+00,1.4993839571e-22,2.9761670324e-27,1.4993988379e-22,-1.4993690762e-22,-1.4993988379e-22,-2.9761679249e-27,1.4992991216e-22,-1.4993989911e-22,-1.4994287528e-22,8.9794871795e-01
9.8540201005e+00,2.9102265634e+04,1.4766696910e+03,1.4687520562e+00,-1.0069665775e-26,-3.0208997326e-27,-3.0208997326e-27,1.0000101816e-04,5.7828688513e-14,1.0000002999e+00,1.4993844263e-22,3.0047873761e-27,1.4993994503e-22,-1.4993694024e-22,-1.4993994503e-22,-3.0047882772e-27,1.4992987536e-22,-1.4993996114e-22,-1.4994296593e-22,8.9851857518e-01
9.9090452261e+00,2.9264773505e+04,1.4766696910e+03,1.4690678866e+00,-1.0167706651e-26,-3.0503119952e-27,-3.0503119952e-27,1.0000102756e-04,5.8086494968e-14,1.0000002999e+00,1.4993848956e-22,3.0335397877e-27,1.4994000633e-22,-1.4993697279e-22,-1.4994000633e-22,-3.0335406974e-27,1.4992983863e-22,-1.4994002310e-22,-1.4994305664e-22,8.9908210355e-01
9.9640703518e+00,2.9427281376e+04,1.4766696910e+03,1.4693784977e+00,-1.0266428345e-26,-3.0799285034e-27,-3.0799285034e-27,1.0000103701e-04,5.8344521955e-14,1.0000002999e+00,1.4993853679e-22,3.0624474324e-27,1.4994006802e-22,-1.4993700557e-22,-1.4994006802e-22,-3.0624483508e-27,1.4992980159e-22,-1.4994008550e-22,-1.4994314795e-22,8.9963940792e-01
1.0019095477e+01,2.9589789246e+04,1.4766696910e+03,1.4696818757e+00,-1.0366093529e-26,-3.1098280586e-27,-3.1098280586e-27,1.0000104655e-04,5.8602854558e-14,1.0000002999e+00,1.4993858444e-22,3.0915196512e-27,1.4994013020e-22,-1.4993703868e-22,-1.4994013020e-22,-3.0915205783e-27,1.4992976411e-22,-1.4994014851e-22,-1.4994324003e-22,9.0019059083e-01
1.0074120603e+01,2.9752297117e+04,1.4766696910e+03,1.4699852538e+00,-1.0465758712e-26,-3.1397276137e-27,-3.1397276137e-27,1.0000105608e-04,5.8861187161e-14,1.0000002999e+00,1.4993863209e-22,3.1207245360e-27,1.4994019245e-22,-1.4993707173e-22,-1.4994019245e-22,-3.1207254719e-27,1.4992972670e-22,-1.4994021146e-22,-1.4994333218e-22,9.0073575259e-01
1.0129145729e+01,2.9914804987e+04,1.4766696911e+03,1.4702886318e+00,-1.0565423896e-26,-3.1696271689e-27,-3.1696271689e-27,1.0000106562e-04,5.9119519765e-14,1.0000002999e+00,1.4993867974e-22,3.1500621001e-27,1.4994025477e-22,-1.4993710471e-22,-1.4994025477e-22,-3.1500630447e-27,1.4992968935e-22,-1.4994027434e-22,-1.4994342440e-22,9.0127499132e-01
1.0184170854e+01,3.0077312858e+04,1.4766696911e+03,1.4705807191e+00,-1.0666655851e-26,-3.1999967552e-27,-3.1999967552e-27,1.0000107529e-04,5.9378329339e-14,1.0000002999e+00,1.4993872809e-22,3.1795834377e-27,1.4994031788e-22,-1.4993713829e-22,-1.4994031788e-22,-3.1795843912e-27,1.4992965122e-22,-1.4994033829e-22,-1.4994351788e-22,9.0180840303e-01
1.0239195980e+01,3.0239820728e+04,1.4766696911e+03,1.4708721487e+00,-1.0767979062e-26,-3.2303937187e-27,-3.2303937187e-27,1.0000108498e-04,5.9637166695e-14,1.0000002999e+00,1.4993877647e-22,3.2092409748e-27,1.4994038109e-22,-1.4993717185e-22,-1.4994038109e-22,-3.2092419372e-27,1.4992961311e-22,-1.4994040225e-22,-1.4994361149e-22,9.0233608166e-01
1.0294221106e+01,3.0402328599e+04,1.4766696911e+03,1.4711635783e+00,-1.0869302274e-26,-3.2607906822e-27,-3.2607906822e-27,1.0000109466e-04,5.9896004050e-14,1.0000002999e+00,1.4993882486e-22,3.2390317630e-27,1.4994044437e-22,-1.4993720534e-22,-1.4994044437e-22,-3.2390327343e-27,1.4992957507e-22,-1.4994046613e-22,-1.4994370517e-22,9.0285811916e-01
1.0349246231e+01,3.0564836469e+04,1.4766696911e+03,1.4714503761e+00,-1.0971309133e-26,-3.2913927398e-27,-3.2913927398e-27,1.0000110441e-04,6.0155037011e-14,1.0000002999e+00,1.4993887355e-22,3.2689770735e-27,1.4994050804e-22,-1.4993723906e-22,-1.4994050804e-22,-3.2689780538e-27,1.4992953673e-22,-1.4994053045e-22,-1.4994379943e-22,9.0337460549e-01
1.0404271357e+01,3.0727344340e+04,1.4766696911e+03,1.4717303401e+00,-1.1074324674e-26,-3.3222974023e-27,-3.3222974023e-27,1.0000111424e-04,6.0414358574e-14,1.0000002999e+00,1.4993892269e-22,3.2990873855e-27,1.4994057223e-22,-1.4993727314e-22,-1.4994057223e-22,-3.2990883749e-27,1.4992949791e-22,-1.4994059544e-22,-1.4994389453e-22,9.0388562873e-01
1.0459296482e+01,3.0889852210e+04,1.4766696911e+03,1.4720103041e+00,-1.1177340216e-26,-3.3532020648e-27,-3.3532020648e-27,1.0000112408e-04,6.0673680138e-14,1.0000002999e+00,1.4993897182e-22,3.3293314964e-27,1.4994063649e-22,-1.4993730716e-22,-1.4994063649e-22,-3.3293324949e-27,1.4992945915e-22,-1.4994066036e-22,-1.4994398969e-22,9.0439127510e-01
1.0514321608e+01,3.1052360081e+04,1.4766696911e+03,1.4722902681e+00,-1.1280355758e-26,-3.3841067273e-27,-3.3841067273e-27,1.0000113391e-04,6.0933001701e-14,1.0000002999e+00,1.4993902096e-22,3.3597094171e-27,1.4994070082e-22,-1.4993734111e-22,-1.4994070082e-22,-3.3597104247e-27,1.4992942046e-22,-1.4994072521e-22,-1.4994408492e-22,9.0489162903e-01
1.0569346734e+01,3.1214867951e+04,1.4766696911e+03,1.4725614859e+00,-1.1384744241e-26,-3.4154232723e-27,-3.4154232723e-27,1.0000114387e-04,6.1192692474e-14,1.0000002999e+00,1.4993907071e-22,3.3902620689e-27,1.4994076584e-22,-1.4993737558e-22,-1.4994076584e-22,-3.3902630855e-27,1.4992938110e-22,-1.4994079100e-22,-1.4994418127e-22,9.0538677316e-01
1.0624371859e+01,3.1377375822e+04,1.4766696911e+03,1.4728304467e+00,-1.1489487011e-26,-3.4468461033e-27,-3.4468461033e-27,1.0000115386e-04,6.1452478522e-14,1.0000002999e+00,1.4993912062e-22,3.4209595506e-27,1.4994083110e-22,-1.4993741014e-22,-1.4994083110e-22,-3.4209605764e-27,1.4992934161e-22,-1.4994085698e-22,-1.4994427794e-22,9.0587678846e-01
1.0679396985e+01,3.1539883692e+04,1.4766696911e+03,1.4730994076e+00,-1.1594229781e-26,-3.4782689343e-27,-3.4782689343e-27,1.0000116385e-04,6.1712264569e-14,1.0000002999e+00,1.4993917052e-22,3.4517913659e-27,1.4994089642e-22,-1.4993744463e-22,-1.4994089642e-22,-3.4517924011e-27,1.4992930219e-22,-1.4994092290e-22,-1.4994437469e-22,9.0636175419e-01
1.0734422111e+01,3.1702391563e+04,1.4766696911e+03,1.4733671394e+00,-1.1699177719e-26,-3.5097533157e-27,-3.5097533157e-27,1.0000117385e-04,6.1972102474e-14,1.0000002999e+00,1.4993922052e-22,3.4827633536e-27,1.4994096190e-22,-1.4993747914e-22,-1.4994096190e-22,-3.4827643980e-27,1.4992926272e-22,-1.4994098889e-22,-1.4994447166e-22,9.0684174800e-01
1.0789447236e+01,3.1864899433e+04,1.4766696911e+03,1.4736255404e+00,-1.1805683225e-26,-3.5417049675e-27,-3.5417049675e-27,1.0000118400e-04,6.2232334070e-14,1.0000002999e+00,1.4993927121e-22,3.5139142085e-27,1.4994102817e-22,-1.4993751425e-22,-1.4994102817e-22,-3.5139152622e-27,1.4992922248e-22,-1.4994105596e-22,-1.4994456987e-22,9.0731684598e-01
1.0844472362e+01,3.2027407304e+04,1.4766696911e+03,1.4738839413e+00,-1.1912188731e-26,-3.5736566194e-27,-3.5736566194e-27,1.0000119414e-04,6.2492565666e-14,1.0000002999e+00,1.4993932190e-22,3.5451998989e-27,1.4994109450e-22,-1.4993754930e-22,-1.4994109450e-22,-3.5452009620e-27,1.4992918231e-22,-1.4994112296e-22,-1.4994466816e-22,9.0778712263e-01
1.0899497487e+01,3.2189915174e+04,1.4766696911e+03,1.4741423423e+00,-1.2018694238e-26,-3.6056082713e-27,-3.6056082713e-27,1.0000120429e-04,6.2752797262e-14,1.0000002999e+00,1.4993937259e-22,3.5766204341e-27,1.4994116090e-22,-1.4993758428e-22,-1.4994116090e-22,-3.5766215066e-27,1.4992914221e-22,-1.4994118989e-22,-1.4994476651e-22,9.0825265099e-01
1.0954522613e+01,3.2352423045e+04,1.4766696911e+03,1.4743970220e+00,-1.2125860223e-26,-3.6377580668e-27,-3.6377580668e-27,1.0000121449e-04,6.3013185774e-14,1.0000002999e+00,1.4993942357e-22,3.6081937933e-27,1.4994122767e-22,-1.4993761948e-22,-1.4994122767e-22,-3.6081948753e-27,1.4992910181e-22,-1.4994125724e-22,-1.4994486543e-22,9.0871350260e-01
1.1009547739e+01,3.2514930915e+04,1.4766696911e+03,1.4746452877e+00,-1.2234164596e-26,-3.6702493789e-27,-3.6702493789e-27,1.0000122480e-04,6.3273844744e-14,1.0000002999e+00,1.4993947507e-22,3.6399332986e-27,1.4994129503e-22,-1.4993765510e-22,-1.4994129503e-22,-3.6399343901e-27,1.4992906087e-22,-1.4994132535e-22,-1.4994496528e-22,9.0916974759e-01
1.1064572864e+01,3.2677438786e+04,1.4766696911e+03,1.4748935535e+00,-1.2342468970e-26,-3.7027406910e-27,-3.7027406910e-27,1.0000123510e-04,6.3534503713e-14,1.0000002999e+00,1.4993952656e-22,3.6718081289e-27,1.4994136246e-22,-1.4993769065e-22,-1.4994136246e-22,-3.6718092300e-27,1.4992901999e-22,-1.4994139339e-22,-1.4994506520e-22,9.0962145468e-01
1.1119597990e+01,3.2839946656e+04,1.4766696911e+03,1.4751418192e+00,-1.2450773343e-26,-3.7352320030e-27,-3.7352320030e-27,1.0000124541e-04,6.3795162683e-14,1.0000002999e+00,1.4993957805e-22,3.7038182926e-27,1.4994142996e-22,-1.4993772614e-22,-1.4994142996e-22,-3.7038194033e-27,1.4992897918e-22,-1.4994146137e-22,-1.4994516519e-22,9.1006869125e-01
1.1174623116e+01,3.3002454527e+04,1.4766696911e+03,1.4753847750e+00,-1.2560079676e-26,-3.7680239027e-27,-3.7680239027e-27,1.0000125580e-04,6.4056045407e-14,1.0000002999e+00,1.4993962998e-22,3.7359898981e-27,1.4994149798e-22,-1.4993776199e-22,-1.4994149798e-22,-3.7359910185e-27,1.4992893790e-22,-1.4994153001e-22,-1.4994526600e-22,9.1051152333e-01
1.1229648241e+01,3.3164962398e+04,1.4766696911e+03,1.4756233125e+00,-1.2670219684e-26,-3.8010659053e-27,-3.8010659053e-27,1.0000126627e-04,6.4317114306e-14,1.0000002999e+00,1.4993968229e-22,3.7683189067e-27,1.4994156645e-22,-1.4993779813e-22,-1.4994156645e-22,-3.7683200368e-27,1.4992889623e-22,-1.4994159920e-22,-1.4994536752e-22,9.1095001566e-01
1.1284673367e+01,3.3327470268e+04,1.4766696911e+03,1.4758618501e+00,-1.2780359693e-26,-3.8341079079e-27,-3.8341079079e-27,1.0000127674e-04,6.4578183205e-14,1.0000002999e+00,1.4993973460e-22,3.8007837083e-27,1.4994163499e-22,-1.4993783421e-22,-1.4994163499e-22,-3.8007848481e-27,1.4992885463e-22,-1.4994166831e-22,-1.4994546910e-22,9.1138423174e-01
1.1339698492e+01,3.3489978139e+04,1.4766696911e+03,1.4761003876e+00,-1.2890499702e-26,-3.8671499105e-27,-3.8671499105e-27,1.0000128721e-04,6.4839252104e-14,1.0000002999e+00,1.4993978691e-22,3.8333843104e-27,1.4994170360e-22,-1.4993787021e-22,-1.4994170360e-22,-3.8333854599e-27,1.4992881310e-22,-1.4994173736e-22,-1.4994557075e-22,9.1181423380e-01
1.1394723618e+01,3.3652486009e+04,1.4766696911e+03,1.4763328458e+00,-1.3001859118e-26,-3.9005577355e-27,-3.9005577355e-27,1.0000129779e-04,6.5100576979e-14,1.0000002999e+00,1.4993983976e-22,3.8661511239e-27,1.4994177283e-22,-1.4993790668e-22,-1.4994177283e-22,-3.8661522834e-27,1.4992877098e-22,-1.4994180724e-22,-1.4994567339e-22,9.1224008291e-01
1.1449748744e+01,3.3814993880e+04,1.4766696911e+03,1.4765620453e+00,-1.3113872181e-26,-3.9341616544e-27,-3.9341616544e-27,1.0000130842e-04,6.5362039066e-14,1.0000002999e+00,1.4993989290e-22,3.8990703953e-27,1.4994184244e-22,-1.4993794336e-22,-1.4994184244e-22,-3.8990715646e-27,1.4992872856e-22,-1.4994187753e-22,-1.4994577660e-22,9.1266183893e-01
1.1504773869e+01,3.3977501750e+04,1.4766696911e+03,1.4767912448e+00,-1.3225885244e-26,-3.9677655732e-27,-3.9677655732e-27,1.0000131906e-04,6.5623501153e-14,1.0000002999e+00,1.4993994604e-22,3.9321259072e-27,1.4994191211e-22,-1.4993797998e-22,-1.4994191211e-22,-3.9321270864e-27,1.4992868622e-22,-1.4994194774e-22,-1.4994587987e-22,9.1307956059e-01
1.1559798995e+01,3.4140009621e+04,1.4766696911e+03,1.4770204442e+00,-1.3337898307e-26,-4.0013694920e-27,-4.0013694920e-27,1.0000132970e-04,6.5884963241e-14,1.0000002999e+00,1.4993999918e-22,3.9653176666e-27,1.4994198184e-22,-1.4993801653e-22,-1.4994198184e-22,-3.9653188557e-27,1.4992864395e-22,-1.4994201790e-22,-1.4994598321e-22,9.1349330551e-01
1.1614824121e+01,3.4302517491e+04,1.4766696911e+03,1.4772435362e+00,-1.3451213462e-26,-4.0353640385e-27,-4.0353640385e-27,1.0000134045e-04,6.6146682269e-14,1.0000002999e+00,1.4994005291e-22,3.9986767452e-27,1.4994205225e-22,-1.4993805357e-22,-1.4994205225e-22,-3.9986779443e-27,1.4992860103e-22,-1.4994208893e-22,-1.4994608761e-22,9.1390313020e-01
1.1669849246e+01,3.4465025362e+04,1.4766696911e+03,1.4774637715e+00,-1.3565137662e-26,-4.0695412987e-27,-4.0695412987e-27,1.0000135126e-04,6.6408521480e-14,1.0000002999e+00,1.4994010690e-22,4.0321869526e-27,1.4994212300e-22,-1.4993809081e-22,-1.4994212300e-22,-4.0321881618e-27,1.4992855786e-22,-1.4994216035e-22,-1.4994619254e-22,9.1430909012e-01
1.1724874372e+01,3.4627533232e+04,1.4766696911e+03,1.4776840068e+00,-1.3679061863e-26,-4.1037185589e-27,-4.1037185589e-27,1.0000136206e-04,6.6670360691e-14,1.0000002999e+00,1.4994016089e-22,4.0658338287e-27,1.4994219381e-22,-1.4993812798e-22,-1.4994219381e-22,-4.0658350480e-27,1.4992851475e-22,-1.4994223170e-22,-1.4994629753e-22,9.1471123969e-01
1.1779899497e+01,3.4790041103e+04,1.4766696911e+03,1.4779042421e+00,-1.3792986064e-26,-4.1378958192e-27,-4.1378958192e-27,1.0000137287e-04,6.6932199902e-14,1.0000002999e+00,1.4994021489e-22,4.0996173799e-27,1.4994226470e-22,-1.4993816508e-22,-1.4994226470e-22,-4.0996186093e-27,1.4992847171e-22,-1.4994230297e-22,-1.4994640259e-22,9.1510963228e-01
1.1834924623e+01,3.4952548973e+04,1.4766696911e+03,1.4781193253e+00,-1.3908074855e-26,-4.1724224565e-27,-4.1724224565e-27,1.0000138378e-04,6.7194255669e-14,1.0000002999e+00,1.4994026940e-22,4.1335642559e-27,1.4994233618e-22,-1.4993820262e-22,-1.4994233618e-22,-4.1335654954e-27,1.4992842811e-22,-1.4994237504e-22,-1.4994650861e-22,9.1550432032e-01
